Customer_ID,Region,Age,Average_Premium_Paid,NPS_Score,Years_as_Customer,Feedback
CUST_1156,Ticino,57,1447.0,10,5,Claims were handled quickly and efficiently.
CUST_1157,Ticino,42,3306.74,9,5,Competitive pricing for a comprehensive policy.
CUST_1158,Ticino,45,2898.84,7,11,Claims process was average.
CUST_1159,Ticino,52,2035.36,9,12,Claims were handled quickly and efficiently.
CUST_1160,Ticino,43,1558.36,8,5,"Customer service was okay, nothing exceptional."
CUST_1161,Ticino,55,2841.24,8,8,Pricing is similar to other companies.
CUST_1162,Ticino,52,2264.85,8,7,"Customer service was okay, nothing exceptional."
CUST_1163,Ticino,50,1673.03,9,10,Customer service was very supportive.
CUST_1164,Ticino,44,2834.0,6,10,The premiums are too expensive for what is offered.
CUST_1165,Ticino,52,2821.21,10,2,Customer service was very supportive.
CUST_1166,Ticino,60,2940.0,8,5,Claims process was average.
CUST_1167,Ticino,43,1060.92,10,3,Great value for the premium paid!
CUST_1168,Ticino,62,1244.37,10,8,Claims were handled quickly and efficiently.
CUST_1169,Ticino,51,3009.66,10,2,Claims were handled quickly and efficiently.
CUST_1170,Ticino,47,1389.7,6,5,The policy is overpriced compared to competitors.
CUST_1171,Ticino,51,2811.42,10,14,Great value for the premium paid!
CUST_1172,Ticino,56,3357.38,7,7,The policy is decent but not outstanding.
CUST_1173,Ticino,56,2270.34,10,2,Competitive pricing for a comprehensive policy.
CUST_1174,Ticino,56,1842.48,10,8,Customer service was very supportive.
CUST_1175,Ticino,49,1073.36,7,6,Service is fine but could improve in some areas.
CUST_1176,Ticino,58,1389.91,10,4,Great value for the premium paid!
CUST_1177,Ticino,63,2803.09,8,9,"Customer service was okay, nothing exceptional."
CUST_1178,Ticino,56,2983.03,10,7,Claims were handled quickly and efficiently.
CUST_1179,Ticino,50,1197.27,8,11,Service is fine but could improve in some areas.
CUST_1180,Ticino,47,2001.18,7,12,The policy is decent but not outstanding.
CUST_1181,Ticino,62,1185.95,9,8,Customer service was very supportive.
CUST_1182,Ticino,56,1559.5,9,5,Customer service was very supportive.
CUST_1183,Ticino,49,2293.79,10,4,Customer service was very supportive.
CUST_1184,Ticino,44,2488.46,6,7,Customer service was unresponsive.
CUST_1185,Ticino,54,2733.56,7,2,"Customer service was okay, nothing exceptional."
CUST_1186,Ticino,49,3023.86,8,3,Claims process was average.
CUST_1187,Ticino,51,2999.23,9,7,Great value for the premium paid!
CUST_1188,Ticino,60,3292.23,6,3,The premiums are too expensive for what is offered.
CUST_1189,Ticino,43,2347.36,10,11,I am very satisfied with the claims process.
CUST_1190,Ticino,59,1388.3,6,12,The premiums are too expensive for what is offered.
CUST_1191,Ticino,62,2530.7,10,11,Claims were handled quickly and efficiently.
CUST_1192,Ticino,57,2147.1,9,2,Customer service was very supportive.
CUST_1193,Ticino,54,1164.79,10,8,Claims were handled quickly and efficiently.
CUST_1194,Ticino,52,2256.78,7,14,Service is fine but could improve in some areas.
CUST_1195,Ticino,53,1925.46,10,11,Great value for the premium paid!
CUST_1196,Ticino,56,1115.9,8,10,Service is fine but could improve in some areas.
CUST_1197,Ticino,53,1567.01,9,5,Great value for the premium paid!
CUST_1198,Ticino,49,1180.2,8,12,"Customer service was okay, nothing exceptional."
CUST_1199,Ticino,57,2093.86,10,10,Customer service was very supportive.
CUST_1200,Ticino,58,2265.97,10,14,Competitive pricing for a comprehensive policy.
CUST_1201,Ticino,55,3122.71,10,13,Competitive pricing for a comprehensive policy.
CUST_1202,Ticino,67,3383.83,9,14,Great value for the premium paid!
CUST_1203,Ticino,58,2784.67,10,10,Great value for the premium paid!
CUST_1204,Ticino,61,1347.71,8,12,Service is fine but could improve in some areas.
CUST_1205,Ticino,50,2558.38,8,14,Pricing is similar to other companies.
CUST_1206,Ticino,56,1796.67,8,14,"Customer service was okay, nothing exceptional."
CUST_1207,Ticino,61,1029.66,9,7,I am very satisfied with the claims process.
CUST_1208,Ticino,59,1250.95,10,11,I am very satisfied with the claims process.
CUST_1209,Ticino,45,1654.44,9,11,Great value for the premium paid!
CUST_1210,Ticino,61,2165.6,8,13,The policy is decent but not outstanding.
CUST_1211,Ticino,46,1490.57,7,11,Claims process was average.
CUST_1212,Ticino,50,1499.28,7,6,"Customer service was okay, nothing exceptional."
CUST_1213,Ticino,61,1288.1,8,2,The policy is decent but not outstanding.
CUST_1214,Ticino,48,3263.5,9,12,Claims were handled quickly and efficiently.
CUST_1215,Ticino,58,2967.76,10,5,I am very satisfied with the claims process.
CUST_1216,Ticino,61,1866.67,8,12,Claims process was average.
CUST_1217,Ticino,58,1685.67,8,13,Claims process was average.
CUST_1218,Ticino,49,1923.78,10,13,I am very satisfied with the claims process.
CUST_1219,Ticino,59,1459.71,8,6,The policy is decent but not outstanding.
CUST_1220,Ticino,46,3398.95,7,8,The policy is decent but not outstanding.
CUST_1221,Ticino,63,2759.59,9,14,Great value for the premium paid!
CUST_1222,Ticino,57,1010.65,8,8,Service is fine but could improve in some areas.
CUST_1223,Ticino,36,2288.24,8,5,Pricing is similar to other companies.
CUST_1224,Ticino,48,2291.31,9,9,Customer service was very supportive.
CUST_1225,Ticino,44,2650.85,8,2,The policy is decent but not outstanding.
CUST_1226,Ticino,60,2025.5,10,2,Claims were handled quickly and efficiently.
CUST_1227,Ticino,58,1781.82,8,9,Service is fine but could improve in some areas.
CUST_1228,Ticino,59,2962.88,9,5,Customer service was very supportive.
CUST_1229,Ticino,68,2361.42,10,11,Competitive pricing for a comprehensive policy.
CUST_1230,Ticino,65,2950.81,10,8,Claims were handled quickly and efficiently.
CUST_1231,Ticino,60,2124.23,7,4,Service is fine but could improve in some areas.
CUST_1232,Ticino,52,1215.77,10,10,Competitive pricing for a comprehensive policy.
CUST_1233,Ticino,61,2660.62,9,6,Claims were handled quickly and efficiently.
CUST_1234,Ticino,61,1429.04,10,11,Claims were handled quickly and efficiently.
CUST_1235,Ticino,44,2884.58,8,4,"Customer service was okay, nothing exceptional."
CUST_1236,Ticino,56,3133.56,8,8,"Customer service was okay, nothing exceptional."
CUST_1237,Ticino,59,1242.84,7,8,The policy is decent but not outstanding.
CUST_1238,Ticino,60,3484.63,10,9,Great value for the premium paid!
CUST_1239,Ticino,45,1828.52,10,10,I am very satisfied with the claims process.
CUST_1240,Ticino,49,3494.6,7,9,The policy is decent but not outstanding.
CUST_1241,Ticino,57,1619.53,10,8,Great value for the premium paid!
CUST_1242,Ticino,53,2030.31,9,2,Competitive pricing for a comprehensive policy.
CUST_1243,Ticino,54,2559.44,8,5,"Customer service was okay, nothing exceptional."
CUST_1244,Ticino,65,3476.77,9,6,Claims were handled quickly and efficiently.
CUST_1245,Ticino,64,3078.13,7,13,Claims process was average.
CUST_1246,Ticino,68,1456.13,9,9,Customer service was very supportive.
CUST_1247,Ticino,46,1961.37,9,10,I am very satisfied with the claims process.
CUST_1248,Ticino,62,2715.03,10,12,I am very satisfied with the claims process.
CUST_1249,Ticino,59,2979.35,8,12,Claims process was average.
CUST_1250,Ticino,55,1710.26,10,10,Competitive pricing for a comprehensive policy.
CUST_1251,Ticino,43,1607.81,10,13,I am very satisfied with the claims process.
CUST_1252,Ticino,55,1654.76,10,2,Competitive pricing for a comprehensive policy.
CUST_1253,Ticino,47,2443.78,9,2,Customer service was very supportive.
CUST_1254,Ticino,58,2112.33,6,5,Customer service was unresponsive.
CUST_1255,Ticino,57,3458.34,9,14,Customer service was very supportive.
CUST_1256,Ticino,46,2381.98,8,10,Service is fine but could improve in some areas.
CUST_1257,Ticino,57,2898.35,6,11,Customer service was unresponsive.
CUST_1258,Ticino,59,3075.97,10,2,Competitive pricing for a comprehensive policy.
CUST_1259,Ticino,46,2431.9,7,11,Pricing is similar to other companies.
CUST_1260,Ticino,56,2998.25,10,3,Competitive pricing for a comprehensive policy.
CUST_1261,Ticino,43,2405.02,8,9,The policy is decent but not outstanding.
CUST_1262,Ticino,46,3423.83,7,7,Pricing is similar to other companies.
CUST_1263,Ticino,63,1897.87,9,5,Customer service was very supportive.
CUST_1264,Ticino,73,3074.58,10,11,I am very satisfied with the claims process.
CUST_1265,Ticino,68,1610.45,9,9,Great value for the premium paid!
CUST_1266,Ticino,52,1203.61,8,3,Pricing is similar to other companies.
CUST_1267,Ticino,48,1717.29,9,2,Competitive pricing for a comprehensive policy.
CUST_1268,Ticino,59,2608.9,10,12,Competitive pricing for a comprehensive policy.
CUST_1269,Ticino,49,1274.33,10,13,I am very satisfied with the claims process.
CUST_1270,Ticino,54,1335.45,8,10,The policy is decent but not outstanding.
CUST_1271,Ticino,59,1981.36,10,5,Great value for the premium paid!
CUST_1272,Ticino,53,2279.55,7,7,Claims process was average.
CUST_1273,Ticino,48,2157.76,7,14,Claims process was average.
CUST_1274,Ticino,50,1225.31,9,7,I am very satisfied with the claims process.
CUST_1275,Ticino,58,2687.32,8,13,Pricing is similar to other companies.
CUST_1276,Ticino,53,3443.82,8,14,The policy is decent but not outstanding.
CUST_1277,Ticino,57,1775.56,10,10,Competitive pricing for a comprehensive policy.
CUST_1278,Ticino,51,2981.3,8,12,Claims process was average.
CUST_1279,Ticino,54,1282.39,10,4,Competitive pricing for a comprehensive policy.
CUST_1280,Ticino,54,2204.0,10,9,Customer service was very supportive.
CUST_1281,Ticino,54,2409.2,10,10,Customer service was very supportive.
CUST_1282,Ticino,45,1133.45,8,8,"Customer service was okay, nothing exceptional."
CUST_1283,Ticino,47,1821.88,6,11,The premiums are too expensive for what is offered.
CUST_1284,Ticino,62,1134.9,10,7,Customer service was very supportive.
CUST_1285,Ticino,56,1497.09,10,11,Claims were handled quickly and efficiently.
CUST_1286,Ticino,44,1818.35,7,12,Pricing is similar to other companies.
CUST_1287,Ticino,55,2294.58,8,10,Claims process was average.
CUST_1288,Ticino,53,3295.89,9,12,Great value for the premium paid!
CUST_1289,Ticino,44,2539.69,10,4,Competitive pricing for a comprehensive policy.
CUST_1290,Ticino,47,2924.75,7,9,Service is fine but could improve in some areas.
CUST_1291,Ticino,51,1186.89,10,7,Great value for the premium paid!
CUST_1292,Ticino,59,2680.35,9,6,Great value for the premium paid!
CUST_1293,Ticino,63,1278.05,7,4,"Customer service was okay, nothing exceptional."
CUST_1294,Ticino,59,1438.75,7,13,"Customer service was okay, nothing exceptional."
CUST_1295,Ticino,51,3473.59,10,4,Great value for the premium paid!
CUST_1296,Ticino,44,1816.83,10,9,Competitive pricing for a comprehensive policy.
CUST_1297,Ticino,53,3355.53,9,8,Competitive pricing for a comprehensive policy.
CUST_1298,Ticino,49,1213.95,10,14,Claims were handled quickly and efficiently.
CUST_1299,Ticino,58,2015.85,10,3,Great value for the premium paid!
CUST_1300,Ticino,54,3367.87,6,12,Claims handling took too long.
CUST_1301,Ticino,54,2269.46,9,7,I am very satisfied with the claims process.
CUST_1302,Ticino,34,1403.87,10,12,Customer service was very supportive.
CUST_1303,Ticino,55,1180.9,7,9,The policy is decent but not outstanding.
CUST_1304,Ticino,49,2032.65,7,13,The policy is decent but not outstanding.
CUST_1305,Ticino,58,2760.01,9,3,Claims were handled quickly and efficiently.
CUST_1306,Ticino,46,1249.87,7,9,"Customer service was okay, nothing exceptional."
CUST_1307,Ticino,54,1088.46,10,7,I am very satisfied with the claims process.
CUST_1308,Ticino,58,2365.03,9,2,Customer service was very supportive.
CUST_1309,Ticino,54,1813.62,7,5,The policy is decent but not outstanding.
CUST_1310,Ticino,56,2703.21,9,11,Competitive pricing for a comprehensive policy.
CUST_1311,Ticino,52,1535.78,9,12,Customer service was very supportive.
CUST_1312,Ticino,51,3380.02,9,8,Customer service was very supportive.
CUST_1313,Ticino,49,2198.86,8,11,Claims process was average.
CUST_1314,Ticino,57,2998.83,7,9,"Customer service was okay, nothing exceptional."
CUST_1315,Ticino,55,3204.44,8,7,"Customer service was okay, nothing exceptional."
CUST_1316,Ticino,49,2087.64,9,13,I am very satisfied with the claims process.
CUST_1317,Ticino,52,2184.08,9,3,Claims were handled quickly and efficiently.
CUST_1318,Ticino,61,2179.35,10,4,Customer service was very supportive.
CUST_1319,Ticino,52,3492.84,9,9,Great value for the premium paid!
CUST_1320,Ticino,56,3161.25,10,3,Claims were handled quickly and efficiently.
CUST_1321,Ticino,51,2343.14,6,2,Claims handling took too long.
CUST_1322,Ticino,56,2742.33,10,7,I am very satisfied with the claims process.
CUST_1323,Ticino,57,1748.94,10,10,Claims were handled quickly and efficiently.
CUST_1324,Ticino,58,2273.66,9,14,Competitive pricing for a comprehensive policy.
CUST_1325,Ticino,61,3492.0,10,14,Great value for the premium paid!
CUST_1326,Ticino,62,1987.44,9,13,Customer service was very supportive.
CUST_1327,Ticino,53,1932.11,8,8,Claims process was average.
CUST_1328,Ticino,56,2295.18,9,11,Great value for the premium paid!
CUST_1329,Ticino,63,3369.67,8,8,Claims process was average.
CUST_1330,Ticino,44,1493.62,6,8,Unhappy with the claims resolution process.
CUST_1331,Ticino,60,2811.37,9,12,Claims were handled quickly and efficiently.
CUST_1332,Ticino,61,1549.26,10,8,I am very satisfied with the claims process.
CUST_1333,Ticino,62,3084.28,10,14,Claims were handled quickly and efficiently.
CUST_1334,Ticino,56,3281.2,10,9,Claims were handled quickly and efficiently.
CUST_1335,Ticino,50,2316.71,8,10,The policy is decent but not outstanding.
CUST_1336,Ticino,53,2314.57,8,5,Claims process was average.
CUST_1337,Ticino,53,1815.44,8,7,The policy is decent but not outstanding.
CUST_1338,Ticino,49,2701.4,6,8,Claims handling took too long.
CUST_1339,Ticino,40,1686.48,10,13,Great value for the premium paid!
CUST_1340,Ticino,47,2188.75,9,13,Great value for the premium paid!
CUST_1341,Ticino,62,2024.89,7,2,Service is fine but could improve in some areas.
CUST_1342,Ticino,54,2910.11,9,6,Great value for the premium paid!
CUST_1343,Ticino,55,2596.4,10,12,Great value for the premium paid!
CUST_1344,Ticino,48,3130.02,10,8,Customer service was very supportive.
CUST_1345,Ticino,62,1722.71,10,12,Customer service was very supportive.
CUST_1346,Ticino,52,1914.72,7,2,Claims process was average.
CUST_1347,Ticino,53,2988.58,10,6,Competitive pricing for a comprehensive policy.
CUST_1348,Ticino,58,2685.66,10,10,I am very satisfied with the claims process.
CUST_1349,Ticino,55,2761.67,7,8,Service is fine but could improve in some areas.
CUST_1350,Ticino,54,2409.01,9,13,Claims were handled quickly and efficiently.
CUST_1351,Ticino,52,1941.82,9,6,Competitive pricing for a comprehensive policy.
CUST_1352,Ticino,61,1994.15,6,12,Claims handling took too long.
CUST_1353,Ticino,53,2216.47,6,3,Claims handling took too long.
CUST_1354,Ticino,49,1145.39,10,5,Customer service was very supportive.
CUST_1355,Ticino,42,3376.18,8,8,Claims process was average.
CUST_1356,Ticino,53,3250.1,10,11,Claims were handled quickly and efficiently.
CUST_1357,Ticino,46,3198.31,9,6,Customer service was very supportive.
CUST_1358,Ticino,50,1194.71,6,12,Customer service was unresponsive.
CUST_1359,Ticino,51,2466.6,9,3,Competitive pricing for a comprehensive policy.
CUST_1360,Ticino,72,1998.74,9,7,I am very satisfied with the claims process.
CUST_1361,Ticino,72,3005.21,10,11,Claims were handled quickly and efficiently.
CUST_1362,Ticino,57,2289.67,9,12,Claims were handled quickly and efficiently.
CUST_1363,Ticino,54,1501.53,10,12,I am very satisfied with the claims process.
CUST_1364,Ticino,51,2972.76,7,10,Service is fine but could improve in some areas.
CUST_1365,Ticino,49,2965.61,8,10,Pricing is similar to other companies.
CUST_1366,Ticino,65,1154.6,6,10,The policy is overpriced compared to competitors.
CUST_1367,Ticino,47,3473.36,10,3,Customer service was very supportive.
CUST_1368,Ticino,47,3020.7,10,5,Customer service was very supportive.
CUST_1369,Ticino,65,2487.63,7,14,"Customer service was okay, nothing exceptional."
CUST_1370,Ticino,59,3302.13,9,12,Customer service was very supportive.
CUST_1371,Ticino,48,3475.78,6,7,Unhappy with the claims resolution process.
CUST_1372,Ticino,59,1317.88,7,13,Service is fine but could improve in some areas.
CUST_1373,Ticino,51,1368.42,8,2,Service is fine but could improve in some areas.
CUST_1374,Ticino,41,1626.4,7,14,Service is fine but could improve in some areas.
CUST_1375,Ticino,57,2274.22,9,14,Customer service was very supportive.
CUST_1376,Ticino,64,2017.96,10,6,I am very satisfied with the claims process.
CUST_1377,Ticino,57,1583.23,10,7,Customer service was very supportive.
CUST_1378,Ticino,61,3453.77,9,3,Competitive pricing for a comprehensive policy.
CUST_1379,Ticino,57,3022.68,6,5,The policy is overpriced compared to competitors.
CUST_1380,Ticino,51,2624.69,10,4,Claims were handled quickly and efficiently.
CUST_1381,Ticino,48,2025.83,9,14,Competitive pricing for a comprehensive policy.
CUST_1382,Ticino,54,1956.76,8,4,Claims process was average.
CUST_1383,Ticino,52,2364.6,9,5,I am very satisfied with the claims process.
CUST_1384,Ticino,42,3182.81,10,4,Great value for the premium paid!
CUST_1385,Ticino,64,2343.81,10,7,Competitive pricing for a comprehensive policy.
CUST_1386,Ticino,50,2901.0,9,13,Great value for the premium paid!
CUST_1387,Ticino,60,2676.84,9,10,I am very satisfied with the claims process.
CUST_1388,Ticino,57,2586.25,7,2,Pricing is similar to other companies.
CUST_1389,Ticino,53,2995.42,6,6,Customer service was unresponsive.
CUST_1390,Ticino,54,2039.23,6,8,Claims handling took too long.
CUST_1391,Ticino,51,3377.21,10,6,Customer service was very supportive.
CUST_1392,Ticino,49,3320.42,10,13,I am very satisfied with the claims process.
CUST_1393,Ticino,62,1133.33,9,10,I am very satisfied with the claims process.
CUST_1394,Ticino,46,1921.14,8,3,Service is fine but could improve in some areas.
CUST_1395,Ticino,46,2401.4,7,6,Claims process was average.
CUST_1396,Ticino,57,2949.18,7,10,"Customer service was okay, nothing exceptional."
CUST_1397,Ticino,55,1250.69,9,5,Customer service was very supportive.
CUST_1398,Ticino,61,1268.79,9,4,Competitive pricing for a comprehensive policy.
CUST_1399,Ticino,62,2024.66,8,4,Claims process was average.
CUST_1400,Ticino,51,1083.92,6,12,The premiums are too expensive for what is offered.
CUST_1401,Ticino,53,2928.35,6,8,The policy is overpriced compared to competitors.
CUST_1402,Ticino,55,1853.64,10,6,Claims were handled quickly and efficiently.
CUST_1403,Ticino,52,2203.34,7,9,Pricing is similar to other companies.
CUST_1404,Ticino,54,2670.59,9,11,Claims were handled quickly and efficiently.
CUST_1405,Ticino,54,2005.76,9,10,Customer service was very supportive.
CUST_1406,Ticino,54,1921.91,10,12,Great value for the premium paid!
CUST_1407,Ticino,51,1563.52,7,7,Claims process was average.
CUST_1408,Ticino,55,3278.64,10,11,I am very satisfied with the claims process.
CUST_1409,Ticino,43,3214.05,6,5,Unhappy with the claims resolution process.
CUST_1410,Ticino,55,2256.66,7,2,The policy is decent but not outstanding.
CUST_1411,Ticino,58,2649.04,9,14,Competitive pricing for a comprehensive policy.
CUST_1412,Ticino,65,1024.14,10,13,Competitive pricing for a comprehensive policy.
CUST_1413,Ticino,48,3281.17,9,6,Customer service was very supportive.
CUST_1414,Ticino,57,3126.12,10,11,Great value for the premium paid!
CUST_1415,Ticino,58,2344.11,9,8,Great value for the premium paid!
CUST_1416,Ticino,55,2324.32,8,11,Service is fine but could improve in some areas.
CUST_1417,Ticino,52,1941.06,9,14,Claims were handled quickly and efficiently.
CUST_1418,Ticino,60,2899.01,10,2,Great value for the premium paid!
CUST_1419,Ticino,58,1055.94,9,8,I am very satisfied with the claims process.
CUST_1420,Ticino,57,2287.23,6,7,Claims handling took too long.
CUST_1421,Ticino,45,2121.76,10,5,Great value for the premium paid!
CUST_1422,Ticino,59,3117.56,6,13,Customer service was unresponsive.
CUST_1423,Ticino,64,2889.11,9,5,Great value for the premium paid!
CUST_1424,Ticino,58,1232.73,10,13,Competitive pricing for a comprehensive policy.
CUST_1425,Ticino,51,2543.47,7,10,The policy is decent but not outstanding.
CUST_1426,Ticino,62,2083.58,7,6,"Customer service was okay, nothing exceptional."
CUST_1427,Ticino,59,1045.05,7,2,"Customer service was okay, nothing exceptional."
CUST_1428,Ticino,56,1908.98,10,9,Customer service was very supportive.
CUST_1429,Ticino,50,2334.7,7,9,The policy is decent but not outstanding.
CUST_1430,Ticino,52,1125.95,7,7,The policy is decent but not outstanding.
CUST_1431,Ticino,56,3115.13,9,8,Competitive pricing for a comprehensive policy.
CUST_1432,Ticino,49,1523.42,10,5,Competitive pricing for a comprehensive policy.
CUST_1433,Ticino,61,3457.06,6,3,Customer service was unresponsive.
CUST_1434,Ticino,58,1564.91,8,9,Service is fine but could improve in some areas.
CUST_1435,Ticino,46,2058.16,9,5,Claims were handled quickly and efficiently.
CUST_1436,Ticino,65,1772.59,10,9,Customer service was very supportive.
CUST_1437,Ticino,59,2805.76,10,13,Competitive pricing for a comprehensive policy.
CUST_1438,Ticino,53,2882.69,10,3,I am very satisfied with the claims process.
CUST_1439,Ticino,53,3180.17,7,9,Pricing is similar to other companies.
CUST_1440,Ticino,61,1351.89,6,4,Claims handling took too long.
CUST_1441,Ticino,53,2151.2,10,2,I am very satisfied with the claims process.
CUST_1442,Ticino,52,1153.73,8,11,Pricing is similar to other companies.
CUST_1443,Ticino,55,1355.43,10,12,Great value for the premium paid!
CUST_1444,Ticino,62,2531.62,8,5,Claims process was average.
CUST_1445,Ticino,52,2801.95,10,3,Customer service was very supportive.
CUST_1446,Ticino,56,2442.05,10,7,I am very satisfied with the claims process.
CUST_1447,Ticino,56,1829.56,10,8,Claims were handled quickly and efficiently.
CUST_1448,Ticino,59,1971.06,10,2,Competitive pricing for a comprehensive policy.
CUST_1449,Ticino,61,2397.5,10,8,I am very satisfied with the claims process.
CUST_1450,Ticino,58,1445.76,10,11,Claims were handled quickly and efficiently.
CUST_1451,Ticino,64,1008.3,8,13,The policy is decent but not outstanding.
CUST_1452,Ticino,48,2679.8,8,13,Service is fine but could improve in some areas.
CUST_1453,Ticino,51,1053.25,8,14,The policy is decent but not outstanding.
CUST_1454,Ticino,49,2755.3,6,6,The premiums are too expensive for what is offered.
CUST_1455,Ticino,55,2931.85,7,7,Pricing is similar to other companies.
CUST_1456,Ticino,48,3437.79,7,4,Pricing is similar to other companies.
CUST_1457,Ticino,51,1220.66,10,5,Competitive pricing for a comprehensive policy.
CUST_1458,Ticino,60,2238.99,9,13,Customer service was very supportive.
CUST_1459,Ticino,59,1790.29,10,13,Great value for the premium paid!
CUST_1460,Ticino,51,1004.01,9,12,Competitive pricing for a comprehensive policy.
CUST_1461,Ticino,45,2439.64,6,8,Unhappy with the claims resolution process.
CUST_1462,Ticino,56,2150.18,8,2,The policy is decent but not outstanding.
CUST_1463,Ticino,64,2334.24,10,3,Competitive pricing for a comprehensive policy.
CUST_1464,Ticino,52,3202.39,10,9,Great value for the premium paid!
CUST_1465,Ticino,46,1189.24,8,4,Pricing is similar to other companies.
CUST_1466,Ticino,54,2133.66,10,9,Customer service was very supportive.
CUST_1467,Ticino,62,3056.91,7,9,The policy is decent but not outstanding.
CUST_1468,Ticino,55,1329.43,8,11,Pricing is similar to other companies.
CUST_1469,Ticino,64,2592.63,10,3,Great value for the premium paid!
CUST_1470,Ticino,43,2175.31,6,10,The policy is overpriced compared to competitors.
CUST_1471,Ticino,57,3416.03,9,2,I am very satisfied with the claims process.
CUST_1472,Ticino,66,1512.08,10,4,Great value for the premium paid!
CUST_1473,Ticino,52,1885.53,8,9,"Customer service was okay, nothing exceptional."
CUST_1474,Ticino,57,2247.6,10,12,Customer service was very supportive.
CUST_1475,Ticino,60,3325.29,7,10,Service is fine but could improve in some areas.
CUST_1476,Ticino,51,1541.04,8,14,The policy is decent but not outstanding.
CUST_1477,Ticino,53,2346.14,9,8,Great value for the premium paid!
CUST_1478,Ticino,36,1206.48,6,2,The policy is overpriced compared to competitors.
CUST_1479,Ticino,57,3112.73,8,14,"Customer service was okay, nothing exceptional."
CUST_1480,Ticino,62,1020.78,10,3,Great value for the premium paid!
CUST_1481,Ticino,60,2872.39,8,4,"Customer service was okay, nothing exceptional."
CUST_1482,Ticino,59,1884.83,10,12,Claims were handled quickly and efficiently.
CUST_1483,Ticino,56,3272.06,10,7,Competitive pricing for a comprehensive policy.
CUST_1484,Ticino,51,1904.73,9,14,Customer service was very supportive.
CUST_1485,Ticino,56,1385.87,10,12,Competitive pricing for a comprehensive policy.
CUST_1486,Ticino,54,2446.36,6,3,Customer service was unresponsive.
CUST_1487,Ticino,47,1981.66,8,12,"Customer service was okay, nothing exceptional."
CUST_1488,Ticino,55,1415.96,10,7,Claims were handled quickly and efficiently.
CUST_1489,Ticino,57,3371.52,8,8,Pricing is similar to other companies.
CUST_1490,Ticino,56,2506.12,10,7,I am very satisfied with the claims process.
CUST_1491,Ticino,52,2847.86,7,7,Claims process was average.
CUST_1492,Ticino,58,2632.5,7,6,"Customer service was okay, nothing exceptional."
CUST_1493,Ticino,47,2911.12,7,5,Service is fine but could improve in some areas.
CUST_1494,Ticino,54,2057.15,10,5,Competitive pricing for a comprehensive policy.
CUST_1495,Ticino,64,3135.4,10,2,Great value for the premium paid!
CUST_1496,Ticino,57,1285.26,10,13,Claims were handled quickly and efficiently.
CUST_1497,Ticino,53,2868.6,10,13,Claims were handled quickly and efficiently.
CUST_1498,Ticino,57,1988.33,8,13,"Customer service was okay, nothing exceptional."
CUST_1499,Ticino,50,2108.9,10,4,Competitive pricing for a comprehensive policy.
CUST_1500,Ticino,44,2916.43,10,11,Customer service was very supportive.
CUST_1501,Ticino,49,1989.13,7,10,"Customer service was okay, nothing exceptional."
CUST_1502,Ticino,38,2210.72,8,8,Claims process was average.
CUST_1503,Ticino,57,2811.4,9,3,I am very satisfied with the claims process.
CUST_1504,Ticino,52,2447.23,9,11,Competitive pricing for a comprehensive policy.
CUST_1505,Ticino,47,1308.1,10,7,Customer service was very supportive.
CUST_1506,Ticino,42,1624.08,6,13,Customer service was unresponsive.
CUST_1507,Ticino,51,2095.33,7,10,Service is fine but could improve in some areas.
CUST_1508,Ticino,64,3380.14,6,7,The premiums are too expensive for what is offered.
CUST_1509,Ticino,54,1164.38,10,2,Competitive pricing for a comprehensive policy.
CUST_1510,Ticino,38,3342.57,7,2,Service is fine but could improve in some areas.
CUST_1511,Ticino,55,1639.13,8,4,"Customer service was okay, nothing exceptional."
CUST_1512,Ticino,65,2493.8,10,8,Customer service was very supportive.
CUST_1513,Ticino,52,2631.25,10,14,Customer service was very supportive.
CUST_1514,Ticino,46,1028.88,6,14,Claims handling took too long.
CUST_1515,Ticino,48,2392.53,6,4,The premiums are too expensive for what is offered.
CUST_1516,Ticino,54,1342.89,8,10,"Customer service was okay, nothing exceptional."
CUST_1517,Ticino,52,3092.37,10,12,I am very satisfied with the claims process.
CUST_1518,Ticino,56,1353.47,8,13,Pricing is similar to other companies.
CUST_1519,Ticino,48,2307.37,7,13,The policy is decent but not outstanding.
CUST_1520,Ticino,45,3334.21,6,10,The premiums are too expensive for what is offered.
CUST_1521,Ticino,54,2664.08,8,6,Pricing is similar to other companies.
CUST_1522,Ticino,50,1001.35,6,2,Claims handling took too long.
CUST_1523,Ticino,60,2082.78,9,5,Competitive pricing for a comprehensive policy.
CUST_1524,Ticino,53,2760.63,8,11,"Customer service was okay, nothing exceptional."
CUST_1525,Ticino,44,1356.81,7,10,Claims process was average.
CUST_1526,Ticino,63,2078.8,9,4,Competitive pricing for a comprehensive policy.
CUST_1527,Ticino,46,2864.7,9,4,Customer service was very supportive.
CUST_1528,Ticino,50,2538.4,10,2,Claims were handled quickly and efficiently.
CUST_1529,Ticino,45,1252.34,8,12,Pricing is similar to other companies.
CUST_1530,Ticino,53,1275.28,8,12,The policy is decent but not outstanding.
CUST_1531,Ticino,57,1876.4,10,5,Great value for the premium paid!
CUST_1532,Ticino,64,1920.0,10,5,Competitive pricing for a comprehensive policy.
CUST_1533,Ticino,61,1289.73,9,4,Competitive pricing for a comprehensive policy.
